c,r,A,orbit,valuations,min_orbit,primitive_period,essential
8765,12,20,"[20203,34687,56413,44501,35567,57733,45491,72619,113311,174349,132953,50953]","[1,1,2,2,1,2,1,1,1,2,3,3]",20203,12,True
8765,12,20,"[20399,34981,28427,47023,74917,58379,91951,142309,108923,167767,256033,24277]","[1,2,1,1,2,1,1,2,1,1,5,2]",20399,12,True
8765,12,20,"[20483,35107,57043,89947,139303,213337,81097,31507,51643,81847,127153,24389]","[1,1,1,1,1,3,3,1,1,1,4,2]",20483,12,True
8765,12,20,"[20939,35791,58069,45743,72997,56939,89791,139069,106493,82061,63737,24997]","[1,1,2,1,2,1,1,2,2,2,3,2]",20939,12,True
8765,12,20,"[21103,36037,29219,48211,76699,119431,183529,69919,109261,84137,32647,53353]","[1,2,1,1,1,1,3,1,2,3,1,3]",21103,12,True
8765,12,20,"[21299,36331,58879,92701,71717,55979,88351,136909,104873,40423,65017,25477]","[1,1,1,2,2,1,1,2,3,1,3,2]",21299,12,True
8765,12,20,"[21707,36943,59797,47039,74941,58397,45989,36683,59407,93493,72311,112849]","[1,1,2,1,2,2,2,1,1,2,1,4]",21707,12,True
8765,12,20,"[21743,36997,29939,49291,78319,121861,93587,144763,221527,336673,31837,26069]","[1,2,1,1,1,2,1,1,1,5,2,2]",21743,12,True
8765,12,20,"[21787,37063,59977,23587,39763,64027,100423,155017,59227,93223,144217,55177]","[1,1,3,1,1,1,1,3,1,1,3,3]",21787,12,True
8765,12,20,"[22027,37423,60517,47579,75751,118009,45349,36203,58687,92413,71501,55817]","[1,1,2,1,1,3,2,1,1,2,2,3]",22027,12,True
8765,12,20,"[22067,37483,60607,95293,73661,57437,45269,36143,58597,46139,73591,114769]","[1,1,1,2,2,2,2,1,2,1,1,4]",22067,12,True
8765,12,20,"[22387,37963,61327,96373,74471,116089,44629,35663,57877,45599,72781,56777]","[1,1,1,2,1,3,2,1,2,1,2,3]",22387,12,True
8765,12,20,"[22507,38143,61597,48389,38483,62107,97543,150697,57607,90793,35143,57097]","[1,1,2,2,1,1,1,3,1,3,1,3]",22507,12,True
8765,12,20,"[22667,38383,61957,48659,77371,120439,185041,35243,57247,90253,69881,27301]","[1,1,2,1,1,1,4,1,1,2,3,2]",22667,12,True
8765,12,20,"[22811,38599,62281,24451,41059,65971,103339,159391,243469,184793,70393,27493]","[1,1,3,1,1,1,1,1,2,3,3,2]",22811,12,True
8765,12,20,"[22867,38683,62407,97993,37843,61147,96103,148537,56797,44789,35783,58057]","[1,1,1,3,1,1,1,3,2,2,1,3]",22867,12,True
8765,12,20,"[22991,38869,31343,51397,40739,65491,102619,158311,241849,91789,71033,27733]","[1,2,1,2,1,1,1,1,3,2,3,2]",22991,12,True
8765,12,20,"[23027,38923,62767,98533,76091,118519,182161,34703,56437,44519,71161,27781]","[1,1,1,2,1,1,4,1,2,1,3,2]",23027,12,True
8765,12,20,"[23039,38941,31397,25739,42991,68869,53843,85147,132103,202537,77047,119953]","[1,2,2,1,1,2,1,1,1,3,1,4]",23039,12,True
8765,12,20,"[23119,39061,31487,51613,40901,32867,53683,84907,131743,201997,153689,58729]","[1,2,1,2,2,1,1,1,1,2,3,3]",23119,12,True
8765,12,20,"[23323,39367,63433,24883,41707,66943,104797,80789,62783,98557,76109,59273]","[1,1,3,1,1,1,2,2,1,2,2,3]",23323,12,True
8765,12,20,"[23471,39589,31883,52207,82693,64211,100699,155431,237529,90169,34909,28373]","[1,2,1,1,2,1,1,1,3,3,2,2]",23471,12,True
8765,12,20,"[23579,39751,64009,25099,42031,67429,52763,83527,129673,49723,78967,122833]","[1,1,3,1,1,2,1,1,3,1,1,4]",23579,12,True
8765,12,20,"[23759,40021,32207,52693,41711,66949,52403,82987,128863,197677,150449,28757]","[1,2,1,2,1,2,1,1,1,2,4,2]",23759,12,True
8765,12,20,"[24019,40411,64999,101881,39301,31667,51883,82207,127693,97961,37831,61129]","[1,1,1,3,2,1,1,1,2,3,1,3]",24019,12,True
8765,12,20,"[24623,41317,33179,54151,85609,33199,54181,42827,68623,107317,82679,128401]","[1,2,1,1,3,1,2,1,1,2,1,4]",24623,12,True
8765,12,20,"[24659,41371,66439,104041,40111,64549,50603,80287,124813,95801,37021,29957]","[1,1,1,3,1,2,1,1,2,3,2,2]",24659,12,True
8765,12,20,"[25343,42397,33989,27683,45907,73243,114247,175753,67003,104887,161713,30869]","[1,2,2,1,1,1,1,3,1,1,4,2]",25343,12,True
8765,12,20,"[25523,42667,68383,106957,82409,31999,52381,41477,33299,54331,85879,133201]","[1,1,1,2,3,1,2,2,1,1,1,4]",25523,12,True
8765,12,20,"[25583,42757,34259,55771,88039,136441,52261,41387,66463,104077,80249,31189]","[1,2,1,1,1,3,2,1,1,2,3,2]",25583,12,True
8765,12,20,"[25627,42823,68617,26827,44623,71317,55679,87901,68117,53279,84301,65417]","[1,1,3,1,1,2,1,2,2,1,2,3]",25627,12,True
8765,12,20,"[26063,43477,34799,56581,44627,71323,111367,171433,65383,102457,39517,31829]","[1,2,1,2,1,1,1,3,1,3,2,2]",26063,12,True
8765,12,20,"[26483,44107,70543,110197,84839,131641,50461,40037,32219,52711,83449,32389]","[1,1,1,2,1,3,2,2,1,1,3,2]",26483,12,True
8765,12,20,"[26879,44701,35717,28979,47851,76159,118621,91157,70559,110221,84857,32917]","[1,2,2,1,1,1,2,2,1,2,3,2]",26879,12,True
8765,12,20,"[26963,44827,71623,111817,43027,68923,107767,166033,31679,51901,41117,33029]","[1,1,1,3,1,1,1,4,1,2,2,2]",26963,12,True
8765,12,20,"[28543,47197,37589,30383,49957,39659,63871,100189,77333,60191,94669,73193]","[1,2,2,1,2,1,1,2,2,1,2,3]",28543,12,True
8765,12,20,"[28699,47431,75529,29419,48511,77149,60053,47231,75229,58613,46151,73609]","[1,1,3,1,1,2,2,1,2,2,1,3]",28699,12,True
8765,12,20,"[29083,48007,76393,29743,48997,38939,62791,98569,38059,61471,96589,74633]","[1,1,3,1,2,1,1,3,1,1,2,3]",29083,12,True
8765,12,20,"[29183,48157,38309,30923,50767,80533,62591,98269,75893,59111,93049,35989]","[1,2,2,1,1,2,1,2,2,1,3,2]",29183,12,True
8765,12,20,"[29231,48229,38363,61927,97273,37573,30371,49939,79291,123319,189361,36053]","[1,2,1,1,3,2,1,1,1,1,4,2]",29231,12,True
8765,12,20,"[29723,48967,77833,30283,49807,79093,61511,96649,37339,60391,94969,36709]","[1,1,3,1,1,2,1,3,1,1,3,2]",29723,12,True
8765,12,20,"[29951,49309,39173,31571,51739,81991,127369,48859,77671,120889,46429,37013]","[1,2,2,1,1,1,3,1,1,3,2,2]",29951,12,True
8765,12,20,"[32639,53341,42197,33839,55141,43547,69703,108937,41947,67303,105337,40597]","[1,2,2,1,2,1,1,3,1,1,3,2]",32639,12,True
8765,12,20,"[35711,57949,45653,36431,59029,46463,74077,57749,45503,72637,56669,44693]","[1,2,2,1,2,1,2,2,1,2,2,2]",35711,12,True
8765,12,20,"[36223,58717,46229,36863,59677,46949,37403,60487,95113,36763,59527,93673]","[1,2,2,1,2,2,1,1,3,1,1,3]",36223,12,True
8921,12,26,"[185,2369,4007,10471,20167,34711,56527,89251,138337,105983,163435,249613]","[2,2,1,1,1,1,1,1,2,1,1,12]",185,12,True
8921,12,26,"[263,4855,11743,22075,37573,15205,6817,7343,15475,27673,22985,19469]","[1,1,1,1,3,3,2,1,1,2,2,8]",263,12,True
8921,12,26,"[287,4891,11797,5539,12769,11807,22171,37717,15259,27349,11371,21517]","[1,1,3,1,2,1,1,3,1,3,1,8]",287,12,True
8921,12,26,"[359,4999,11959,22399,38059,61549,6049,6767,14611,26377,22013,4685]","[1,1,1,1,1,5,2,1,1,2,4,6]",359,12,True
8921,12,26,"[425,2549,2071,7567,15811,28177,23363,39505,31859,52249,41417,33293]","[2,3,1,1,1,2,1,2,1,2,2,8]",425,12,True
8921,12,26,"[431,5107,12121,11321,10721,10271,19867,34261,13963,25405,5321,6221]","[1,1,2,2,2,1,1,3,1,4,2,6]",431,12,True
8921,12,26,"[449,2567,8311,16927,29851,49237,19579,33829,13801,12581,5833,6605]","[2,1,1,1,1,3,1,3,2,3,2,6]",449,12,True
8921,12,26,"[527,5251,12337,11483,21685,9247,18331,31957,13099,24109,2539,8269]","[1,1,2,1,3,1,1,3,1,5,1,6]",527,12,True
8921,12,26,"[559,5299,12409,11537,10883,20785,17819,31189,12811,23677,4997,2989]","[1,1,2,2,1,2,1,3,1,4,3,5]",559,12,True
8921,12,26,"[577,2663,8455,17143,30175,49723,79045,30757,12649,11717,5509,3181]","[2,1,1,1,1,1,3,3,2,3,3,5]",577,12,True
8921,12,26,"[655,5443,12625,11699,22009,18737,16283,28885,11947,22381,2377,4013]","[1,1,2,1,2,2,1,3,1,5,2,5]",655,12,True
8921,12,26,"[667,5461,3163,9205,4567,11311,21427,36601,29681,24491,41197,4141]","[1,3,1,3,1,1,1,2,2,1,5,5]",667,12,True
8921,12,26,"[721,2771,8617,8693,4375,11023,20995,35953,29195,48253,9605,4717]","[2,1,2,3,1,1,1,2,1,4,3,5]",721,12,True
8921,12,26,"[743,5575,12823,23695,40003,64465,50579,80329,62477,767,5611,12877]","[1,1,1,1,1,2,1,2,8,1,1,6]",743,12,True
8921,12,26,"[809,2837,2179,7729,8027,16501,7303,15415,27583,45835,73213,14285]","[2,3,1,2,1,3,1,1,1,1,4,6]",809,12,True
8921,12,26,"[817,2843,8725,4387,11041,10511,20227,34801,28331,46957,4681,5741]","[2,1,3,1,2,1,1,2,1,5,2,5]",817,12,True
8921,12,26,"[827,5701,3253,2335,7963,16405,7267,15361,13751,25087,42091,67597]","[1,3,3,1,1,3,1,2,1,1,1,8]",827,12,True
8921,12,26,"[881,2891,8797,2207,7771,16117,7159,15199,27259,45349,18121,15821]","[2,1,4,1,1,3,1,1,1,3,2,6]",881,12,True
8921,12,26,"[917,1459,6649,7217,7643,15925,7087,15091,27097,22553,19145,16589]","[3,1,2,2,1,3,1,1,2,2,2,6]",917,12,True
8921,12,26,"[971,5917,1667,6961,7451,15637,6979,14929,13427,24601,20681,17741]","[1,4,1,2,1,3,1,2,1,2,2,6]",971,12,True
8921,12,26,"[1027,6001,6731,14557,3287,9391,18547,32281,26441,22061,2347,7981]","[1,2,1,4,1,1,1,2,2,5,1,5]",1027,12,True
8921,12,26,"[1043,6025,6749,1823,7195,15253,6835,14713,13265,12179,22729,19277]","[1,2,4,1,1,3,1,2,2,1,2,6]",1043,12,True
8921,12,26,"[1073,3035,9013,4495,11203,21265,18179,31729,26027,43501,4357,2749]","[2,1,3,1,1,2,1,2,1,5,3,4]",1073,12,True
8921,12,26,"[1087,6091,13597,3107,9121,9071,18067,31561,25901,2707,8521,8621]","[1,1,4,1,2,1,1,2,5,1,2,5]",1087,12,True
8921,12,26,"[1135,6163,13705,12509,2903,8815,17683,30985,25469,5333,3115,9133]","[1,1,2,4,1,1,1,2,4,3,1,5]",1135,12,True
8921,12,26,"[1151,6187,13741,1567,6811,14677,6619,14389,6511,14227,25801,21581]","[1,1,5,1,1,3,1,3,1,1,2,6]",1151,12,True
8921,12,26,"[1193,3125,2287,7891,16297,14453,6535,14263,25855,43243,69325,3389]","[2,3,1,1,2,3,1,1,1,1,6,4]",1193,12,True
8921,12,26,"[1253,1585,3419,9589,4711,11527,21751,37087,60091,94597,36589,3709]","[3,2,1,3,1,1,1,1,1,3,5,4]",1253,12,True
8921,12,26,"[1301,1603,6865,7379,15529,13877,6319,13939,25369,21257,18173,3965]","[3,1,2,1,2,3,1,1,2,2,4,4]",1301,12,True
8921,12,26,"[1343,6475,14173,3215,9283,18385,16019,28489,23597,2491,8197,4189]","[1,1,4,1,1,2,1,2,5,1,3,4]",1343,12,True
8921,12,26,"[1355,6493,1775,7123,15145,13589,6211,13777,12563,23305,19709,4253]","[1,4,1,1,2,3,1,2,1,2,4,4]",1355,12,True
8921,12,26,"[1589,1711,7027,15001,13481,12341,5743,13075,24073,20285,4361,5501]","[3,1,1,2,2,3,1,1,2,4,2,4]",1589,12,True
8921,12,26,"[1855,7243,15325,3431,9607,18871,32767,53611,84877,2059,7549,1973]","[1,1,4,1,1,1,1,1,7,1,4,3]",1855,12,True
9061,8,20,"[131,4727,11621,10981,10501,10141,9871,19337]","[1,1,2,2,2,2,1,9]",131,8,True
9061,8,20,"[191,4817,2939,8939,17939,31439,51689,5129]","[1,3,1,1,1,1,5,7]",191,8,True
9061,8,20,"[199,4829,5887,13361,6143,13745,6287,13961]","[1,2,1,3,1,3,1,8]",199,8,True
9061,8,20,"[223,4865,2957,4483,11255,21413,18325,16009]","[1,3,2,1,1,2,2,8]",223,8,True
9061,8,20,"[235,4883,11855,22313,2375,8093,8335,17033]","[1,1,1,5,1,2,1,8]",235,8,True
9061,8,20,"[239,4889,1483,6755,14663,26525,22159,37769]","[1,4,1,1,1,2,1,9]",239,8,True
9061,8,20,"[263,4925,5959,13469,12367,23081,2447,8201]","[1,2,1,2,1,5,1,7]",263,8,True
9061,8,20,"[275,4943,11945,1403,6635,14483,26255,43913]","[1,1,5,1,1,1,1,9]",275,8,True
9061,8,20,"[317,2503,8285,8479,17249,7601,3983,10505]","[2,1,2,1,3,3,1,7]",317,8,True
9061,8,20,"[319,5009,3011,9047,18101,15841,7073,3785]","[1,3,1,1,2,3,3,6]",319,8,True
9061,8,20,"[379,5099,12179,22799,38729,1957,3733,5065]","[1,1,1,1,6,2,2,6]",379,8,True
9061,8,20,"[389,2557,4183,10805,10369,5021,6031,13577]","[2,2,1,2,3,2,1,7]",389,8,True
